,informant,start,end,filename,corpus,text,gender,age,age_group
Keba_MAS1916_2-903327-905294,MAS1916,903.327,905.294,audio_files/Keba_MAS1916_2-903327-905294.wav,keba,"Да, дак вот позвали его дак.  ",,,
Sib_10-m_68.88_70.85,Sib_10-m,68.88,70.85,./trimmed/Sib_10-m_68.88_70.85.wav,standart,"когда мы ∙∙ всё это дело проверили,",m,44.0,middle
Keba_MAS1916_2-555954-561389,MAS1916,555.954,561.389,audio_files/Keba_MAS1916_2-555954-561389.wav,keba,"А шибко жарко, да две машины только, дак там как каменицы были домы-то, не могли отстоять-то. ",,,
Sib_07-f_50.41_51.0,Sib_07-f,50.41,51.0,./trimmed/Sib_07-f_50.41_51.0.wav,standart,"порассуждали,,,",f,42.0,middle
Keba_MAS1916_2-585761-586721,MAS1916,585.761,586.721,audio_files/Keba_MAS1916_2-585761-586721.wav,keba,Стретной.  ,,,
Keba_KMV1919-2722652-2730460,KMV1919,2722.652,2730.46,audio_files/Keba_KMV1919-2722652-2730460.wav,keba,"Она в Лешуконское приедет, спрашивает кебу: ""Там есть ле Мария Васильевна? Жива ле?
         Жива? Передайте ей привет.""   ",,,
04072022_TNG1957_Melikhovskaya-1980880-1988150,TNG1957,1980.88,1988.15,audio_files/04072022_TNG1957_Melikhovskaya-1980880-1988150.wav,don_rnd,"Невесту могут и не пустить, договариваются только родственники, ее могут пригласить
         там на пять минут, чтобы эт=. ",,,
Keba_MAS1916_1-81750-86158,MAS1916,81.75,86.158,audio_files/Keba_MAS1916_1-81750-86158.wav,keba,"Вот бабка Александра и ревёт: ""Фёкла, поди, у тебя девка утонула! ",,,
20180619_vav1949-1093672-1099504,вав1949,1093.672,1099.504,audio_files/20180619_vav1949-1093672-1099504.wav,opochka,"А правда это - я не видел, я не могу, я вот (нрзб) говорили, я там не был, я не ходил.",,,
Keba_KMV1919-1008462-1009752,Interviewer,1008.462,1009.752,audio_files/Keba_KMV1919-1008462-1009752.wav,standart,А куда спустят? ,,,
Sib_10-m_78.07_79.59,Sib_10-m,78.07,79.59,./trimmed/Sib_10-m_78.07_79.59.wav,standart,"∙∙∙ ээ а!,",m,44.0,middle
04072022_TNG1957_Melikhovskaya-7292013-7293333,TNG1957,7292.013,7293.333,audio_files/04072022_TNG1957_Melikhovskaya-7292013-7293333.wav,don_rnd,У них пускает. ,,,
Keba_KMV1919-2524059-2530815,KMV1919,2524.059,2530.815,audio_files/Keba_KMV1919-2524059-2530815.wav,keba,"Дорогу-то строили, а пригнали нас, это сорок второй год уж это тут, ну ак ведь спуталось,
         дак что сделаешь,  ",,,
Keba_KMV1919-2809961-2823925,KMV1919,2809.961,2823.925,audio_files/Keba_KMV1919-2809961-2823925.wav,keba,"Вот в сорок втором году тоже, в сорок втором году нас мобилизовали от колхоза везти
         оленье мясо на фронт, дак из Мезени... ",,,
Keba_KMV1919-3462615-3466202,KMV1919,3462.615,3466.202,audio_files/Keba_KMV1919-3462615-3466202.wav,keba,"дак вот нас чисто всё как покатило обратно, с моря вода пришла,  ",,,
Sib_05-m_74.59_77.09,Sib_05-m,74.59,77.09,./trimmed/Sib_05-m_74.59_77.09.wav,standart,∙∙∙∙ заехали в какую-то деревню...,m,22.0,young
Keba_KMV1919-3397540-3402628,KMV1919,3397.54,3402.628,audio_files/Keba_KMV1919-3397540-3402628.wav,keba,"до Каменки плавала, до Мезени, это, до Березник, а до Каменки один раз,  ",,,
20180618_zii1932_a-2872871-2874964,зии1932,2872.871,2874.964,audio_files/20180618_zii1932_a-2872871-2874964.wav,opochka,для стариков - хорошая штука,,,
20180618_zii1932_a-1306436-1308814,зии1932,1306.436,1308.814,audio_files/20180618_zii1932_a-1306436-1308814.wav,opochka,"стройся сам, как хочешь.",,,
020721_VIK1941_Razdorskaya-485568-488155,VIK1941,485.568,488.155,audio_files/020721_VIK1941_Razdorskaya-485568-488155.wav,don_rnd,"– Шура, чего уж я на прицепке работаю.  ",,,
04072022_MLI1941_Melikhovskaya-3232040-3232710,tx@MLI1941,3232.04,3232.71,audio_files/04072022_MLI1941_Melikhovskaya-3232040-3232710.wav,don_rnd,Не! ,,,
20180618_zii1932_a-4497245-4499484,зии1932,4497.245,4499.484,audio_files/20180618_zii1932_a-4497245-4499484.wav,opochka,Таких вот,,,
04072022_TNG1957_Melikhovskaya-3894346-3899519,TNG1957,3894.346,3899.519,audio_files/04072022_TNG1957_Melikhovskaya-3894346-3899519.wav,don_rnd,"распространие, потому что вам, я поняла, нужно диплом писать, тут вот эти песни, все
         отпечатаны слова. ",,,
04072022_MLI1941_Melikhovskaya-3513825-3516255,tx@MLI1941,3513.825,3516.255,audio_files/04072022_MLI1941_Melikhovskaya-3513825-3516255.wav,don_rnd,"Как заговорим, она: мама! ",,,
04072022_TNG1957_Melikhovskaya-3560358-3560844,TNG1957,3560.358,3560.844,audio_files/04072022_TNG1957_Melikhovskaya-3560358-3560844.wav,don_rnd,Ну. ,,,
Keba_MAS1916_2-3326584-3327332,Interviewer,3326.584,3327.332,audio_files/Keba_MAS1916_2-3326584-3327332.wav,standart,Да. ,,,
Keba_MAS1916_2-144213-151234,MAS1916,144.213,151.234,audio_files/Keba_MAS1916_2-144213-151234.wav,keba,"а раньше ведь дерево-то корили, всё чисто корили, как яйцо, это нонче не корят, а
         раньше всё корили,  ",,,
Keba_MAS1916_1-235031-240113,MAS1916,235.031,240.113,audio_files/Keba_MAS1916_1-235031-240113.wav,keba,Да. Время-то ночь была. А я на хлысту плыла. ,,,
20180618_enm1930-2812284-2823194,енм1930,2812.284,2823.194,audio_files/20180618_enm1930-2812284-2823194.wav,opochka,И ещё мужик с бабой. И всё по этой горе.,,,
20180618_zii1932_a-4340344-4342034,Interviewer,4340.344,4342.034,audio_files/20180618_zii1932_a-4340344-4342034.wav,standart,Хорошо было бы.,,,
20180618_zii1932_a-1607297-1608484,зии1932,1607.297,1608.484,audio_files/20180618_zii1932_a-1607297-1608484.wav,opochka,Но всё-таки нас,,,
020721_VIK1941_Razdorskaya-5133949-5139066,VIK1941,5133.949,5139.066,audio_files/020721_VIK1941_Razdorskaya-5133949-5139066.wav,don_rnd,"Легла, он под неё залез, она стала подниматься и задавила его.  ",,,
020721_VIK1941_Razdorskaya-3028233-3032733,VIK1941,3028.233,3032.733,audio_files/020721_VIK1941_Razdorskaya-3028233-3032733.wav,don_rnd,"Только вот огородами выдувались, а насчёт хлебушка-то...  ",,,
020721_VIK1941_Razdorskaya-3991582-3994149,Interviewer,3991.582,3994.149,audio_files/020721_VIK1941_Razdorskaya-3991582-3994149.wav,standart,К деду? ,,,
20180618_zii1932_a-1407104-1407755,зии1932,1407.104,1407.755,audio_files/20180618_zii1932_a-1407104-1407755.wav,opochka,Или,,,
Keba_MAS1916_1-971670-972263,Other,971.67,972.263,audio_files/Keba_MAS1916_1-971670-972263.wav,keba,Да. ,,,
20180618_zii1932_a-954258-954770,Interviewer,954.258,954.77,audio_files/20180618_zii1932_a-954258-954770.wav,standart,Здорово.,,,
20180618_zii1932_a-4846754-4848849,Interviewer,4846.754,4848.849,audio_files/20180618_zii1932_a-4846754-4848849.wav,standart,"а я думала, что",,,
Sib_15-f_223.06_224.08,Sib_15-f,223.06,224.08,./trimmed/Sib_15-f_223.06_224.08.wav,standart,"Мы этого не понима-али,,,",f,70.0,elderly
Sib_07-f_22.85_23.7,Sib_07-f,22.85,23.7,./trimmed/Sib_07-f_22.85_23.7.wav,standart,"а водитель задержался,",f,42.0,middle
04072022_TNG1957_Melikhovskaya-694415-696420,TNG1957,694.415,696.42,audio_files/04072022_TNG1957_Melikhovskaya-694415-696420.wav,don_rnd,"Ее на год ""быки"" называют. ",,,
Keba_MAS1916_2-499228-500662,Interviewer,499.228,500.662,audio_files/Keba_MAS1916_2-499228-500662.wav,standart,"А, так давно, да?  ",,,
Sib_07-f_133.54_135.5,Sib_07-f,133.54,135.5,./trimmed/Sib_07-f_133.54_135.5.wav,standart,∙∙∙ Вот-т ∙∙ в принципе и всё.,f,42.0,middle
20180618_zii1932_a-6569320-6569714,зии1932,6569.32,6569.714,audio_files/20180618_zii1932_a-6569320-6569714.wav,opochka,А?,,,
Keba_MAS1916_1-965641-968608,MAS1916,965.641,968.608,audio_files/Keba_MAS1916_1-965641-968608.wav,keba,"Да, а Егорко опять на Михиных в приняты ушёл.  ",,,
04072022_TNG1957_Melikhovskaya-3938626-3940372,TNG1957,3938.626,3940.372,audio_files/04072022_TNG1957_Melikhovskaya-3938626-3940372.wav,don_rnd,Сказал: я посмотрел на задание. ,,,
Keba_MAS1916_1-349809-352847,Interviewer,349.809,352.847,audio_files/Keba_MAS1916_1-349809-352847.wav,standart,"А Вы говорили, пять раз у смерти были, а ещё []? ",,,
20180618_zii1932_a-2330305-2331085,зии1932,2330.305,2331.085,audio_files/20180618_zii1932_a-2330305-2331085.wav,opochka,Вот.,,,
04072022_TNG1957_Melikhovskaya-4841246-4843212,TNG1957,4841.246,4843.212,audio_files/04072022_TNG1957_Melikhovskaya-4841246-4843212.wav,don_rnd,У Инки же опять-таки это. ,,,
Keba_KMV1919-2567828-2573549,KMV1919,2567.828,2573.549,audio_files/Keba_KMV1919-2567828-2573549.wav,keba,"а двенадцать метров дорога, а по краям канавы, вот это мы дорогу строили,  ",,,
Keba_MAS1916_2-1370354-1376454,MAS1916,1370.354,1376.454,audio_files/Keba_MAS1916_2-1370354-1376454.wav,keba,"А тот стоял в солныше-то да и говорит... Ну, выразиться, нет? Не знаю, тот выразился
         худо. ",,,
20180618_enm1930-2928816-2932361,Interviewer,2928.816,2932.361,audio_files/20180618_enm1930-2928816-2932361.wav,standart,"Да, тоже Аня.",,,
Keba_MAS1916_2-1472416-1481016,MAS1916,1472.416,1481.016,audio_files/Keba_MAS1916_2-1472416-1481016.wav,keba,"Те там девки-то хорошие были, хорошие и круглолицые, и всё, и я п= я в матерь, у меня
         мати-то такая же была, я вся мать. Вся мать. ",,,
04072022_TNG1957_Melikhovskaya-3854611-3855505,TNG1957,3854.611,3855.505,audio_files/04072022_TNG1957_Melikhovskaya-3854611-3855505.wav,don_rnd,Наперник? ,,,
020721_VIK1941_Razdorskaya-2022795-2027556,VIK1941,2022.795,2027.556,audio_files/020721_VIK1941_Razdorskaya-2022795-2027556.wav,don_rnd,Что без хлеба пришли? В очередь-то не пустили же нас.  ,,,
20180618_zii1932_a-1512135-1512698,зии1932,1512.135,1512.698,audio_files/20180618_zii1932_a-1512135-1512698.wav,opochka,Вот.,,,
Keba_MAS1916_2-1777148-1783548,MAS1916,1777.148,1783.548,audio_files/Keba_MAS1916_2-1777148-1783548.wav,keba,"и мы поехали к Покрову, и вот мы обратно поехали от праздника домой...  ",,,
020721_VIK1941_Razdorskaya-5089099-5095649,VIK1941,5089.099,5095.649,audio_files/020721_VIK1941_Razdorskaya-5089099-5095649.wav,don_rnd,"Мамка, я ж тебя просила. Шурка, да я так уморилась, у меня всё от ле́жня уже болит.
          ",,,
Sib_08-f_28.52_29.64,Sib_08-f,28.52,29.64,./trimmed/Sib_08-f_28.52_29.64.wav,standart,«[Чт]о случи-илось?!»,f,48.0,elderly
Keba_KMV1919-640022-658968,KMV1919,640.022,658.968,audio_files/Keba_KMV1919-640022-658968.wav,keba,"а утром затопим печь русскую да когда и на улице много дак бачок, ли в чём ли сваришь,
         в ведри, сварим да процедим, кто процедит, а кто не процедит, и осолим и так боле
         и на зиму [], выльем в посудину деревянную ды, и стоит на диво, на зиму.  ",,,
Sib_09-m_61.85_62.59,Sib_09-m,61.85,62.59,./trimmed/Sib_09-m_61.85_62.59.wav,standart,"— одного человека,",m,41.0,middle
04072022_TNG1957_Melikhovskaya-6567245-6571348,TNG1957,6567.245,6571.348,audio_files/04072022_TNG1957_Melikhovskaya-6567245-6571348.wav,don_rnd,"Вот когда, когда г= да когда приданое, невеста вообще, там ее ",,,
Keba_MAS1916_2-1686133-1692544,MAS1916,1686.133,1692.544,audio_files/Keba_MAS1916_2-1686133-1692544.wav,keba,"Да. Ноне ничего не попадает-то, мало попало, ничего не попадает,  ",,,
Keba_KMV1919-1746924-1752716,KMV1919,1746.924,1752.716,audio_files/Keba_KMV1919-1746924-1752716.wav,keba,"боле старое всё вспоминайте моё, и меня не забывайте, почаще вспоминайте,  ",,,
20180618_enm1930-1980305-1985192,енм1930,1980.305,1985.192,audio_files/20180618_enm1930-1980305-1985192.wav,opochka,Ой-ой-ой.,,,
20180618_zii1932_a-3353686-3355587,зии1932,3353.686,3355.587,audio_files/20180618_zii1932_a-3353686-3355587.wav,opochka,Больше я и держать не стала...,,,
04072022_MLI1941_Melikhovskaya-1255955-1257440,tx@MLI1941,1255.955,1257.44,audio_files/04072022_MLI1941_Melikhovskaya-1255955-1257440.wav,don_rnd,Молодец батюшка. ,,,
Keba_MAS1916_2-1395992-1400049,MAS1916,1395.992,1400.049,audio_files/Keba_MAS1916_2-1395992-1400049.wav,keba,"Не буду боле бить, не буду, больше не буду бить, больше всё"".  ",,,
Sib_09-m_17.63_19.77,Sib_09-m,17.63,19.77,./trimmed/Sib_09-m_17.63_19.77.wav,standart,"что-о б-было столпотворение,",m,41.0,middle
20180618_enm1930-2986280-2988723,енм1930,2986.28,2988.723,audio_files/20180618_enm1930-2986280-2988723.wav,opochka,Счастливо.,,,
020721_VIK1941_Razdorskaya-4565466-4569649,VIK1941,4565.466,4569.649,audio_files/020721_VIK1941_Razdorskaya-4565466-4569649.wav,don_rnd,"Вот такие бугры, и там кругом сады. Как на них можно лазить.  ",,,
Keba_KMV1919-1321241-1327186,KMV1919,1321.241,1327.186,audio_files/Keba_KMV1919-1321241-1327186.wav,keba,"на саночках круг колодца были новые воротца, да решётчатые, да стекольчатые,  ",,,
Keba_KMV1919-38621-44762,KMV1919,38.621,44.762,audio_files/Keba_KMV1919-38621-44762.wav,keba,"и мы ей встречали, на самолёте, она прилетела, мы в Лешуконском ей на самолёте встречали,
          ",,,
